Day,Hours,Category,Project,Sub Project,Timeline category
10/17/2024,0.75,2nd Draft,Raven,,3 Raven 2nd
10/18/2024,0.75,2nd Draft,Raven,,3 Raven 2nd
10/18/2024,0.75,2nd Draft,Raven,Planning,3 Raven 2nd
10/19/2024,2.25,2nd Draft,Raven,,3 Raven 2nd
10/20/2024,2.25,2nd Draft,Raven,,3 Raven 2nd
10/21/2024,1,2nd Draft,Raven,,3 Raven 2nd
10/23/2024,1.25,2nd Draft,Raven,,3 Raven 2nd
10/24/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
10/25/2024,1,2nd Draft,Raven,,3 Raven 2nd
10/26/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
10/27/2024,1,2nd Draft,Raven,,3 Raven 2nd
10/28/2024,0.75,2nd Draft,Raven,,3 Raven 2nd
10/29/2024,2.5,2nd Draft,Raven,,3 Raven 2nd
10/30/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
10/31/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
11/2/2024,1,2nd Draft,Raven,,3 Raven 2nd
11/3/2024,3.25,2nd Draft,Raven,,3 Raven 2nd
11/4/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
11/5/2024,1,2nd Draft,Raven,,3 Raven 2nd
11/6/2024,1.75,2nd Draft,Raven,,3 Raven 2nd
11/7/2024,1.5,2nd Draft,Raven,,3 Raven 2nd
11/8/2024,1.5,2nd Draft,Raven,,3 Raven 2nd
11/9/2024,3.5,2nd Draft,Raven,,3 Raven 2nd
11/10/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
11/12/2024,1.25,2nd Draft,Raven,,3 Raven 2nd
11/25/2024,2.5,2nd Draft,Raven,,3 Raven 2nd
11/26/2024,3.25,2nd Draft,Raven,,3 Raven 2nd
11/27/2024,1.75,2nd Draft,Raven,,3 Raven 2nd
11/28/2024,1,2nd Draft,Raven,,3 Raven 2nd
11/29/2024,2.5,2nd Draft,Raven,,3 Raven 2nd
11/30/2024,2.5,2nd Draft,Raven,,3 Raven 2nd
12/1/2024,5,2nd Draft,Raven,,3 Raven 2nd
12/2/2024,1.5,2nd Draft,Raven,,3 Raven 2nd
12/3/2024,1,2nd Draft,Raven,,3 Raven 2nd
12/4/2024,2.25,2nd Draft,Raven,,3 Raven 2nd
12/5/2024,1.25,2nd Draft,Raven,,3 Raven 2nd
12/6/2024,1.25,2nd Draft,Raven,,3 Raven 2nd
12/7/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
12/8/2024,0.75,2nd Draft,Raven,,3 Raven 2nd
12/9/2024,0.75,2nd Draft,Raven,,3 Raven 2nd
12/10/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
12/11/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
12/16/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
12/17/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
12/18/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
12/19/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
12/23/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
12/24/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
12/27/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
12/28/2024,0.5,2nd Draft,Raven,,3 Raven 2nd
12/29/2024,0.75,2nd Draft,Raven,,3 Raven 2nd
12/31/2024,0.25,2nd Draft,Raven,,3 Raven 2nd
1/1/2025,4.75,2nd Draft,Raven,,3 Raven 2nd
1/2/2025,5,2nd Draft,Raven,,3 Raven 2nd
1/3/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
1/4/2025,2.75,2nd Draft,Raven,,3 Raven 2nd
1/5/2025,2.75,2nd Draft,Raven,,3 Raven 2nd
1/6/2025,1,2nd Draft,Raven,,3 Raven 2nd
1/7/2025,1,2nd Draft,Raven,,3 Raven 2nd
1/8/2025,1,2nd Draft,Raven,,3 Raven 2nd
1/9/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
1/10/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
1/11/2025,1,2nd Draft,Raven,,3 Raven 2nd
1/12/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
1/13/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
1/14/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
1/15/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
1/16/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
1/17/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
1/22/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
1/29/2025,1,2nd Draft,Raven,,3 Raven 2nd
2/5/2025,1,2nd Draft,Raven,,3 Raven 2nd
2/9/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
2/19/2025,1,2nd Draft,Raven,,3 Raven 2nd
2/22/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
2/24/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
2/26/2025,1,2nd Draft,Raven,,3 Raven 2nd
3/2/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
3/3/2025,1,2nd Draft,Raven,,3 Raven 2nd
3/4/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
3/5/2025,1,2nd Draft,Raven,,3 Raven 2nd
3/6/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
3/7/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
3/8/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
3/9/2025,2.25,2nd Draft,Raven,,3 Raven 2nd
3/10/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
3/11/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
3/12/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
3/13/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
3/14/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
3/15/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
3/16/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
3/17/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
3/18/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
3/19/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
3/20/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
3/23/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
3/24/2025,1,2nd Draft,Raven,,3 Raven 2nd
3/25/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
3/26/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
3/27/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
3/28/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
3/29/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
3/30/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
3/31/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
4/1/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
4/2/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
4/3/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
4/4/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
4/5/2025,1,2nd Draft,Raven,,3 Raven 2nd
4/6/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
4/7/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
4/8/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
4/9/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
4/10/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
4/11/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
4/12/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
4/13/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
4/14/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
4/15/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
4/16/2025,2,2nd Draft,Raven,,3 Raven 2nd
4/17/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
4/18/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
4/19/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
4/20/2025,2.75,2nd Draft,Raven,,3 Raven 2nd
4/21/2025,1,2nd Draft,Raven,,3 Raven 2nd
4/22/2025,1,2nd Draft,Raven,,3 Raven 2nd
4/23/2025,2.25,2nd Draft,Raven,,3 Raven 2nd
4/24/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
4/25/2025,1,2nd Draft,Raven,,3 Raven 2nd
4/26/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
4/27/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
4/28/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
5/19/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
5/20/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
5/21/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
5/22/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
5/23/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
5/24/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
5/25/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
5/26/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
5/27/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
5/28/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
5/30/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
6/4/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
6/11/2025,1,2nd Draft,Raven,,3 Raven 2nd
6/17/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
6/18/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
6/19/2025,3.5,2nd Draft,Raven,,3 Raven 2nd
6/20/2025,2.75,2nd Draft,Raven,,3 Raven 2nd
6/21/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
6/22/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
6/23/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
6/24/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
6/25/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
6/26/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
6/27/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
6/28/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
6/30/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/1/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/2/2025,1,2nd Draft,Raven,,3 Raven 2nd
7/3/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
7/4/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
7/5/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/6/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/7/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
7/8/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/9/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
7/10/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/11/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/12/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/13/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/14/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
7/15/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
7/16/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
7/17/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
7/18/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
7/19/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
7/20/2025,2.25,2nd Draft,Raven,,3 Raven 2nd
7/21/2025,2,2nd Draft,Raven,,3 Raven 2nd
7/22/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
7/23/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
7/24/2025,2,2nd Draft,Raven,,3 Raven 2nd
7/25/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
7/26/2025,2,2nd Draft,Raven,,3 Raven 2nd
7/27/2025,2.75,2nd Draft,Raven,,3 Raven 2nd
7/28/2025,1,2nd Draft,Raven,,3 Raven 2nd
7/29/2025,1,2nd Draft,Raven,,3 Raven 2nd
7/30/2025,2.25,2nd Draft,Raven,,3 Raven 2nd
7/31/2025,2.5,2nd Draft,Raven,,3 Raven 2nd
8/1/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/2/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/3/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/4/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/5/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
8/6/2025,2,2nd Draft,Raven,,3 Raven 2nd
8/7/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
8/8/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
8/9/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/10/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
8/11/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
8/12/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/13/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
8/14/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
8/15/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
8/16/2025,2.25,2nd Draft,Raven,,3 Raven 2nd
8/17/2025,2.5,2nd Draft,Raven,,3 Raven 2nd
8/18/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/19/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
8/20/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
8/22/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
8/23/2025,1.75,2nd Draft,Raven,,3 Raven 2nd
8/24/2025,2.75,2nd Draft,Raven,,3 Raven 2nd
8/25/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/26/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/27/2025,2.25,2nd Draft,Raven,,3 Raven 2nd
8/28/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
8/29/2025,1,2nd Draft,Raven,,3 Raven 2nd
8/30/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
8/31/2025,2.25,2nd Draft,Raven,,3 Raven 2nd
9/1/2025,1,2nd Draft,Raven,,3 Raven 2nd
9/2/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
9/3/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
9/4/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
9/5/2025,1,2nd Draft,Raven,,3 Raven 2nd
9/6/2025,1,2nd Draft,Raven,,3 Raven 2nd
9/7/2025,2.5,2nd Draft,Raven,,3 Raven 2nd
9/8/2025,1,2nd Draft,Raven,,3 Raven 2nd
9/9/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
9/10/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
9/11/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
9/12/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
9/13/2025,1,2nd Draft,Raven,,3 Raven 2nd
9/14/2025,2,2nd Draft,Raven,,3 Raven 2nd
9/15/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
9/16/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
9/17/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
9/18/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
9/19/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
9/20/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
9/21/2025,1,2nd Draft,Raven,,3 Raven 2nd
9/22/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
9/23/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
9/24/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
9/25/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
9/27/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
9/28/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
9/29/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
9/30/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/1/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
10/2/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
10/3/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/4/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/5/2025,1,2nd Draft,Raven,,3 Raven 2nd
10/6/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
10/7/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/8/2025,1.5,2nd Draft,Raven,,3 Raven 2nd
10/9/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/10/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/11/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/13/2025,0.75,2nd Draft,Raven,,3 Raven 2nd
10/14/2025,0.5,2nd Draft,Raven,,3 Raven 2nd
10/15/2025,1.25,2nd Draft,Raven,,3 Raven 2nd
10/16/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/17/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
10/18/2025,0.25,2nd Draft,Raven,,3 Raven 2nd
9/9/2023,1.5,1st Draft,Raven,Outlining,7 Raven 1st
9/13/2023,0.5,1st Draft,Raven,Outlining,7 Raven 1st
9/16/2023,0.5,1st Draft,Raven,Outlining,7 Raven 1st
9/18/2023,0.25,1st Draft,Raven,Outlining,7 Raven 1st
9/20/2023,0.25,1st Draft,Raven,,7 Raven 1st
9/20/2023,0.5,1st Draft,Raven,,7 Raven 1st
9/22/2023,0.5,1st Draft,Raven,,7 Raven 1st
9/23/2023,0.5,1st Draft,Raven,,7 Raven 1st
9/27/2023,1,1st Draft,Raven,,7 Raven 1st
9/28/2023,0.5,1st Draft,Raven,,7 Raven 1st
9/29/2023,1,1st Draft,Raven,,7 Raven 1st
9/30/2023,1,1st Draft,Raven,Outlining,7 Raven 1st
9/30/2023,0.5,1st Draft,Raven,,7 Raven 1st
10/1/2023,1,1st Draft,Raven,Outlining,7 Raven 1st
10/3/2023,0.25,1st Draft,Raven,,7 Raven 1st
10/4/2023,0.75,1st Draft,Raven,,7 Raven 1st
10/6/2023,0.5,1st Draft,Raven,,7 Raven 1st
10/7/2023,0.5,1st Draft,Raven,,7 Raven 1st
10/8/2023,1.25,1st Draft,Raven,,7 Raven 1st
10/9/2023,0.5,1st Draft,Raven,,7 Raven 1st
10/10/2023,0.5,1st Draft,Raven,,7 Raven 1st
10/11/2023,0.5,1st Draft,Raven,,7 Raven 1st
10/12/2023,0.5,1st Draft,Raven,,7 Raven 1st
10/13/2023,0.75,1st Draft,Raven,,7 Raven 1st
10/14/2023,0.75,1st Draft,Raven,,7 Raven 1st
10/15/2023,0.75,1st Draft,Raven,Outlining,7 Raven 1st
10/16/2023,0.25,1st Draft,Raven,Outlining,7 Raven 1st
10/27/2023,0.25,1st Draft,Raven,,7 Raven 1st
10/28/2023,0.375,1st Draft,Raven,,7 Raven 1st
10/29/2023,0.375,1st Draft,Raven,,7 Raven 1st
10/30/2023,0.25,1st Draft,Raven,,7 Raven 1st
10/31/2023,0.25,1st Draft,Raven,,7 Raven 1st
11/1/2023,0.75,1st Draft,Raven,,7 Raven 1st
11/2/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/3/2023,1,1st Draft,Raven,,7 Raven 1st
11/4/2023,1.25,1st Draft,Raven,,7 Raven 1st
11/5/2023,1.75,1st Draft,Raven,,7 Raven 1st
11/6/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/7/2023,1,1st Draft,Raven,,7 Raven 1st
11/8/2023,0.75,1st Draft,Raven,,7 Raven 1st
11/9/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/10/2023,2.5,1st Draft,Raven,,7 Raven 1st
11/11/2023,1,1st Draft,Raven,,7 Raven 1st
11/12/2023,1,1st Draft,Raven,,7 Raven 1st
11/13/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/14/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/15/2023,0.75,1st Draft,Raven,,7 Raven 1st
11/16/2023,0.75,1st Draft,Raven,,7 Raven 1st
11/17/2023,1.5,1st Draft,Raven,,7 Raven 1st
11/18/2023,1.5,1st Draft,Raven,,7 Raven 1st
11/19/2023,1.75,1st Draft,Raven,,7 Raven 1st
11/20/2023,1.25,1st Draft,Raven,,7 Raven 1st
11/21/2023,1.5,1st Draft,Raven,,7 Raven 1st
11/22/2023,1,1st Draft,Raven,,7 Raven 1st
11/23/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/24/2023,0.25,1st Draft,Raven,,7 Raven 1st
11/25/2023,1,1st Draft,Raven,,7 Raven 1st
11/26/2023,1,1st Draft,Raven,,7 Raven 1st
11/27/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/28/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/29/2023,0.5,1st Draft,Raven,,7 Raven 1st
11/30/2023,0.25,1st Draft,Raven,,7 Raven 1st
12/1/2023,0.25,1st Draft,Raven,,7 Raven 1st
12/2/2023,0.5,1st Draft,Raven,,7 Raven 1st
12/3/2023,0.5,1st Draft,Raven,,7 Raven 1st
12/5/2023,0.5,1st Draft,Raven,,7 Raven 1st
12/6/2023,0.5,1st Draft,Raven,,7 Raven 1st
12/7/2023,0.5,1st Draft,Raven,,7 Raven 1st
12/8/2023,0.75,1st Draft,Raven,,7 Raven 1st
1/14/2023,1.5,Free Write,Katarin,Pre-1st draft experiments,9 none
1/15/2023,1,Free Write,Katarin,Pre-1st draft experiments,9 none
1/22/2023,0.5,Free Write,Katarin,Pre-1st draft experiments,9 none
3/10/2023,1,Free Write,Katarin,Pre-1st draft experiments,9 none
3/17/2023,1,Free Write,Katarin,Pre-1st draft experiments,9 none
3/19/2023,1.25,Free Write,Warriors,1st draft attempt,9 none
3/20/2023,0.25,Free Write,Warriors,1st draft attempt,9 none
3/21/2023,0.25,Free Write,Warriors,1st draft attempt,9 none
3/22/2023,0.25,Free Write,Warriors,1st draft attempt,9 none
3/26/2023,2,Free Write,Warriors,1st draft attempt,9 none
9/16/2023,0.75,Free Write,Misc,,9 none
9/16/2023,0.5,3rd+ Draft,Sorceress,3rd Draft,9 none
9/17/2023,0.25,Free Write,Misc,,9 none
9/17/2023,1.5,3rd+ Draft,Sorceress,3rd Draft,9 none
9/19/2023,0.25,3rd+ Draft,Sorceress,3rd Draft,9 none
9/30/2023,0.5,3rd+ Draft,Sorceress,3rd Draft,9 none
10/16/2023,0.5,3rd+ Draft,Sorceress,3rd Draft,9 none
10/21/2023,0.25,Free Write,Secondary Beneficiary,,9 none
11/27/2023,0.25,Free Write,Warriors,Outlining,9 none
11/28/2023,0.25,Free Write,Warriors,Outlining,9 none
11/29/2023,0.75,Free Write,Warriors,Outlining,9 none
12/1/2023,0.75,Free Write,Warriors,Outlining,9 none
12/4/2023,0.75,Free Write,Warriors,Outlining,9 none
12/25/2023,0.25,Free Write,Warriors,Outlining,9 none
12/26/2023,0.5,Free Write,Warriors,Outlining,9 none
12/27/2023,0.5,Free Write,Warriors,1st draft attempt,9 none
12/27/2023,0.5,Free Write,Warriors,Outlining,9 none
12/28/2023,0.25,Free Write,Warriors,Outlining,9 none
12/29/2023,1,2nd Draft,Raven,Planning,9 none
12/31/2023,2,2nd Draft,Raven,Planning,9 none
1/1/2024,3.5,2nd Draft,Raven,Planning,9 none
1/3/2024,1.5,2nd Draft,Raven,Planning,9 none
2/11/2024,1,Free Write,Scavengers,,9 none
2/24/2024,0.25,Free Write,Warriors,Outlining,9 none
2/25/2024,0.25,Free Write,Warriors,1st draft attempt,9 none
2/25/2024,1,Free Write,Warriors,Outlining,9 none
2/26/2024,0.75,Free Write,Warriors,1st draft attempt,9 none
2/27/2024,1,Free Write,Misc,,9 none
2/27/2024,0.75,Free Write,Warriors,1st draft attempt,9 none
2/28/2024,0.75,Free Write,Warriors,1st draft attempt,9 none
2/29/2024,0.25,2nd Draft,Raven,Planning,9 none
2/29/2024,2,Free Write,Warriors,1st draft attempt,9 none
3/1/2024,0.5,Free Write,Warriors,1st draft attempt,9 none
3/2/2024,0.5,Free Write,Warriors,1st draft attempt,9 none
3/3/2024,0.25,Querying,Sorceress,,9 none
3/3/2024,0.5,Free Write,Warriors,1st draft attempt,9 none
3/9/2024,0.25,Free Write,Rachel,,9 none
3/22/2024,0.75,Free Write,Misc,,9 none
5/20/2024,0.25,Free Write,Misc,,9 none
5/24/2024,0.5,Free Write,Rachel,,9 none
6/16/2024,1,Free Write,Rachel,,9 none
6/17/2024,1.5,Free Write,Rachel,,9 none
6/18/2024,0.75,Free Write,Rachel,,9 none
7/6/2024,0.5,Querying,Sorceress,,9 none
7/7/2024,3,Querying,Sorceress,,9 none
7/10/2024,0.25,Free Write,Rachel,,9 none
7/13/2024,0.5,Querying,Sorceress,,9 none
8/10/2024,0.25,Free Write,Mansfield,Outlining,9 none
8/11/2024,3.75,Free Write,Mansfield,Outlining,9 none
8/24/2024,0.5,Free Write,Rachel,,9 none
9/10/2024,1,Free Write,Wolf Girl,1st draft attempt,9 none
9/20/2024,0.25,Free Write,Mansfield,Outlining,9 none
9/30/2024,0.5,Free Write,Misc,Brainstorming,9 none
10/4/2024,0.75,Querying,Sorceress,,9 none
10/8/2024,0.5,Querying,Sorceress,,9 none
10/22/2024,1,Querying,Sorceress,,9 none
10/30/2024,0.25,Querying,Sorceress,,9 none
11/14/2024,0.25,Querying,Sorceress,,9 none
11/15/2024,0.25,Querying,Sorceress,,9 none
11/20/2024,0.5,Free Write,Wolf Girl,1st draft attempt,9 none
11/22/2024,0.25,Querying,Sorceress,,9 none
12/12/2024,0.5,Querying,Sorceress,,9 none
12/13/2024,0.25,Free Write,Hunter,,9 none
12/14/2024,0.25,Free Write,Wolf Girl,1st draft attempt,9 none
12/15/2024,0.25,Free Write,Misc,Brainstorming,9 none
12/21/2024,0.25,Free Write,Misc,Brainstorming,9 none
12/22/2024,0.5,Free Write,Misc,Brainstorming,9 none
12/30/2024,1.75,Free Write,Rachel,,9 none
12/31/2024,0.75,Free Write,Rachel,,9 none
1/19/2025,0.25,Querying,Misc,,9 none
3/21/2025,0.25,Querying,Misc,,9 none
4/16/2025,0.25,Querying,Misc,,9 none
4/29/2025,0.25,Free Write,Misc,Brainstorming,9 none
4/30/2025,0.25,Free Write,Misc,Brainstorming,9 none
5/1/2025,0.25,Free Write,Misc,Brainstorming,9 none
5/2/2025,0.25,Querying,Misc,,9 none
5/3/2025,0.25,Free Write,Hunter,,9 none
5/6/2025,0.25,Free Write,Mansfield,,9 none
5/12/2025,0.5,Free Write,Mansfield,,9 none
5/13/2025,0.25,Free Write,Warriors,1st draft attempt,9 none
5/14/2025,1,Free Write,Warriors,1st draft attempt,9 none
5/15/2025,0.25,Free Write,Warriors,1st draft attempt,9 none
5/16/2025,0.25,Free Write,Warriors,1st draft attempt,9 none
5/17/2025,0.5,Free Write,Warriors,1st draft attempt,9 none
5/18/2025,0.25,Free Write,Warriors,1st draft attempt,9 none
5/29/2025,0.25,Querying,Misc,,9 none
6/19/2025,0.25,3rd+ Draft,Sorceress,5th Draft - WC reduction,9 none
6/29/2025,0.25,Free Write,Misc,Brainstorming,9 none
7/13/2025,0.25,Free Write,Misc,Brainstorming,9 none
7/31/2025,0.25,Querying,Misc,,9 none
8/21/2025,0.25,Querying,Misc,,9 none
9/7/2025,0.25,1st Draft,Katarin,,9 none
9/16/2025,0.25,Free Write,Misc,,9 none
9/23/2025,0.25,Querying,Misc,,9 none
9/26/2025,0.25,Free Write,Misc,,9 none
10/11/2025,0.75,Free Write,Mansfield,,9 none
